AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,ROUNDNESS,COMPACTNESS,Class
288470,2170.512,916.8247,406.8782,0.8961,0.7695,0.661,5
347731,2383.332,952.7579,471.4235,0.869,0.7693,0.6984,5
266928,2126.3701,798.1915,433.349,0.8398,0.7419,0.7304,5
290186,2331.5811,912.2787,424.2137,0.8853,0.6708,0.6663,5
333228,2300.667,856.532,500.6767,0.8114,0.7911,0.7605,5
320409,2200.635,861.2217,477.5822,0.8322,0.8314,0.7416,5
321312,2204.2451,888.2299,464.3716,0.8525,0.831,0.7201,5
340479,2652.927,998.5767,442.5258,0.8964,0.6079,0.6594,5
356344,2462.323,886.2712,521.8904,0.8082,0.7386,0.76,5
272029,1927.442,700.212,497.2475,0.7041,0.9202,0.8405,6
328825,2226.321,845.2898,520.5521,0.7879,0.8337,0.7655,6
378039,2343.229,902.627,535.519,0.805,0.8652,0.7686,6
324530,2168.541,805.7068,514.7833,0.7693,0.8672,0.7978,6
332254,2172.4651,829.761,513.4503,0.7856,0.8847,0.7839,6
247036,1961.302,694.0135,524.4564,0.6549,0.807,0.8081,6
243353,1853.187,664.4248,469.841,0.7071,0.8904,0.8378,6
209193,1761.806,622.2163,446.4828,0.6965,0.8469,0.8294,6
276444,2005.511,793.3969,445.7533,0.8273,0.8637,0.7478,6
351763,2293.7791,878.5163,513.9243,0.811,0.8401,0.7618,6
261345,1920.686,735.1219,454.3767,0.7861,0.8902,0.7847,6
306831,2101.9919,790.1249,496.5371,0.7779,0.8727,0.7911,6
243025,1855.1949,670.8918,463.4907,0.723,0.8873,0.8291,6
310359,2138.5901,838.097,472.3667,0.826,0.8527,0.7501,6
259098,1871.046,672.9703,494.7143,0.6779,0.93,0.8535,6
365088,2249.6321,863.308,541.9211,0.7784,0.9065,0.7897,6
308938,2105.4199,789.2784,502.5179,0.7711,0.8758,0.7946,6
332079,2135.427,808.1102,525.323,0.7599,0.9151,0.8046,6
240537,1967.1281,718.0688,487.6316,0.7341,0.7811,0.7707,6
255422,1882.9041,710.4493,461.1236,0.7607,0.9053,0.8027,6
196561,1697.087,631.0634,400.5577,0.7727,0.8576,0.7927,6
269740,1951.873,759.0534,453.6415,0.8018,0.8897,0.7721,6
343082,2286.1189,926.7311,484.092,0.8527,0.8249,0.7132,6
258106,1893.702,729.0965,452.9291,0.7836,0.9045,0.7863,6
289876,2087.52,818.5771,453.4831,0.8325,0.8359,0.7422,6
253517,1860.3199,672.4048,483.49,0.695,0.9205,0.8449,6
313487,2115.344,753.2776,532.3475,0.7075,0.8804,0.8387,6
336724,2196.658,784.414,573.6385,0.6821,0.8769,0.8347,6
293477,2039.6071,766.5217,490.2007,0.7688,0.8865,0.7975,6
355294,2266.9509,870.8358,521.8104,0.8006,0.8688,0.7723,6
285626,2061.635,785.1763,465.285,0.8055,0.8445,0.768,6
363370,2249.0371,793.2402,586.2938,0.6736,0.9027,0.8575,6
342830,2196.917,797.9894,549.5345,0.7251,0.8926,0.8279,6
318719,2222.4399,826.2077,520.563,0.7765,0.8109,0.771,6
248888,1939.901,701.8555,453.7137,0.763,0.8311,0.8021,6
240328,1953.7419,644.4176,513.0257,0.6052,0.7912,0.8584,6
323238,2263.3049,827.1309,542.2946,0.7551,0.793,0.7756,6
253875,1997.355,747.1664,502.6085,0.7399,0.7997,0.7609,6
273905,2009.04,701.0014,503.6558,0.6955,0.8528,0.8424,6
273895,2008.311,721.5966,486.044,0.7391,0.8534,0.8184,6
266662,1982.204,760.303,464.9061,0.7913,0.8529,0.7664,6
325346,2196.3879,836.8861,501.7307,0.8004,0.8475,0.7691,6
265078,1959.991,706.0493,491.0711,0.7185,0.8671,0.8228,6
232956,1941.686,690.3647,464.7091,0.7395,0.7765,0.7889,6
317794,2280.969,875.5868,525.338,0.8,0.7676,0.7265,6
326358,2116.1909,760.83,548.6188,0.6929,0.9158,0.8473,6
327911,2156.5811,786.681,535.171,0.7329,0.886,0.8214,6
304474,2109.019,800.2658,485.959,0.7945,0.8602,0.778,6
331374,2177.7839,822.1873,516.5453,0.778,0.878,0.79,6
296101,2069.2051,772.6999,493.0547,0.77,0.869,0.7946,6
315524,2139.259,777.8326,519.9553,0.7437,0.8664,0.8149,6
297687,2056.9331,756.6042,504.0089,0.7458,0.8842,0.8137,6
275854,1941.407,690.539,512.5972,0.6701,0.9197,0.8582,6
216849,1730.665,642.5626,431.9132,0.7404,0.9098,0.8177,6
262586,1982.464,678.1152,519.9161,0.642,0.8396,0.8527,6
210586,1811.012,654.7697,415.6927,0.7726,0.8069,0.7908,6
212397,1773.141,649.371,418.6798,0.7644,0.8489,0.8008,6
223523,1857.668,681.8671,473.7249,0.7193,0.8139,0.7824,6
321388,2174.022,833.3666,495.1312,0.8044,0.8545,0.7676,6
375569,2377.7141,953.837,504.36,0.8488,0.8348,0.725,6
228916,1766.642,637.0115,460.6281,0.6907,0.9217,0.8475,6
220062,1879.042,680.3406,465.7903,0.7289,0.7832,0.778,6
326826,2215.4141,803.9762,526.0378,0.7562,0.8368,0.8024,6
237022,1848.2061,683.0206,445.617,0.7579,0.872,0.8043,6
306521,2106.093,713.1732,554.9265,0.6281,0.8684,0.876,6
283888,2076.377,772.6867,496.8922,0.7658,0.8275,0.7781,6
294428,2022.094,716.1476,528.4319,0.6749,0.9049,0.855,6
242972,1830.124,650.916,476.3255,0.6815,0.9116,0.8545,6
268142,1989.489,747.3624,467.567,0.7801,0.8513,0.7818,6
233918,1926.46,689.4012,493.188,0.6987,0.7921,0.7916,6
222233,1812.683,650.1162,437.5476,0.7396,0.8499,0.8182,6
210197,1790.522,640.6564,422.1224,0.7522,0.8239,0.8075,6
324044,2162.4221,818.4114,508.6661,0.7834,0.8708,0.7848,6
239741,1841.7939,686.2008,446.7934,0.759,0.8881,0.8051,6
237986,1992.689,759.7626,468.2187,0.7875,0.7532,0.7245,6
376000,2405.4141,952.5737,506.6357,0.8468,0.8166,0.7264,6
364338,2385.511,849.6287,548.4377,0.7638,0.8045,0.8016,6
308051,2090.377,761.1531,519.0694,0.7314,0.8859,0.8228,6
303347,2094.3931,740.3585,525.1052,0.7049,0.869,0.8394,6
249697,1902.502,694.4902,460.7358,0.7483,0.8669,0.8119,6
291841,2018.3459,735.3645,508.7705,0.722,0.9003,0.8289,6
311275,2097.01,778.6296,510.3182,0.7553,0.8895,0.8085,6
259258,1978.4659,723.0809,466.3064,0.7643,0.8323,0.7946,6
373627,2634.644,860.8875,555.6307,0.7638,0.6764,0.8012,6
242092,1875.025,700.394,441.3842,0.7764,0.8653,0.7927,6
221306,1836.3361,698.2211,425.5484,0.7928,0.8247,0.7603,6
346353,2324.49,840.6997,527.3477,0.7788,0.8055,0.7899,6
283636,2036.349,751.853,482.4856,0.7669,0.8595,0.7993,6
313194,2095.9231,769.103,519.8459,0.737,0.8959,0.8211,6
255403,1925.365,691.8453,477.1796,0.7241,0.8658,0.8243,6
365924,2664.823,855.4633,551.5447,0.7644,0.6475,0.7979,6
254330,1926.736,747.4943,435.6219,0.8126,0.8609,0.7613,6
238955,1906.2679,716.6485,441.8297,0.7873,0.8263,0.7697,6
343792,2289.272,823.8438,534.7757,0.7607,0.8243,0.8031,6
